"collectionunitid","agemodel","ageboundolder","ageboundyounger","dateprepared","chronologies.notes","TEMP_chronid"
26440,"bounds",5544,-75,"2025-01-26","younger age limits truncated at publication date (2025 CE)","TEMP2571"
26440,"event",5144,454,"2025-01-26",NA,"TEMP2572"
26444,"bounds",984,294,"2025-01-21",NA,"TEMP2573"
26444,"event",744,534,"2025-01-21",NA,"TEMP2574"
26450,"bounds",964,324,"2025-01-21",NA,"TEMP2575"
26450,"event",744,544,"2025-01-21",NA,"TEMP2576"
26453,"bounds",8294,3564,"2025-01-26",NA,"TEMP2577"
26453,"event",7974,3964,"2025-01-26",NA,"TEMP2578"
26454,"bounds",694,164,"2025-01-21",NA,"TEMP2579"
26454,"event",514,334,"2025-01-21",NA,"TEMP2580"
26456,"bounds",1134,484,"2025-01-21",NA,"TEMP2581"
26456,"event",914,704,"2025-01-21",NA,"TEMP2582"
26457,"bounds",3134,1144,"2025-01-26",NA,"TEMP2583"
26457,"event",2694,1354,"2025-01-26",NA,"TEMP2584"
26458,"bounds",2004,274,"2025-01-21",NA,"TEMP2585"
26458,"event",1414,854,"2025-01-21",NA,"TEMP2586"
26459,"bounds",3804,454,"2025-01-26",NA,"TEMP2587"
26459,"event",3534,514,"2025-01-26",NA,"TEMP2588"
26469,"bounds",14524,13424,"2025-01-21",NA,"TEMP2589"
26469,"event",14144,13804,"2025-01-21",NA,"TEMP2590"
26470,"bounds",4004,2184,"2025-01-26",NA,"TEMP2591"
26470,"event",3454,2814,"2025-01-26",NA,"TEMP2592"
26471,"bounds",1174,-75,"2025-01-21","younger age limits truncated at publication date (2025 CE)","TEMP2593"
26471,"event",724,284,"2025-01-21",NA,"TEMP2594"
26472,"bounds",1864,1164,"2025-01-21",NA,"TEMP2595"
26472,"event",1634,1394,"2025-01-21",NA,"TEMP2596"
26474,"bounds",1364,684,"2025-01-21",NA,"TEMP2597"
26474,"event",1134,924,"2025-01-21",NA,"TEMP2598"
26479,"bounds",39284,0,"2025-01-26",NA,"TEMP2599"
26479,"event",37354,0,"2025-01-26",NA,"TEMP2600"
26545,"bounds",3064,2264,"2025-01-21",NA,"TEMP2601"
26545,"event",2794,2524,"2025-01-21",NA,"TEMP2602"
26569,"bounds",2574,1304,"2025-01-21",NA,"TEMP2603"
26569,"event",2144,1734,"2025-01-21",NA,"TEMP2604"
26620,"bounds",50644,8184,"2025-01-26",NA,"TEMP2605"
26620,"event",37604,18544,"2025-01-26",NA,"TEMP2606"
26770,"bounds",6500,1000,"2025-01-26",NA,"TEMP2607"
26770,"event",5000,2700,"2025-01-26",NA,"TEMP2608"
26773,"bounds",1534,594,"2025-01-21",NA,"TEMP2609"
26773,"event",1214,904,"2025-01-21",NA,"TEMP2610"
26775,"bounds",18724,16944,"2025-01-21",NA,"TEMP2611"
26775,"event",18144,17534,"2025-01-21",NA,"TEMP2612"
26796,"bounds",854,-6,"2025-01-21",NA,"TEMP2613"
26796,"event",564,304,"2025-01-21",NA,"TEMP2614"
26803,"bounds",934,184,"2025-01-21",NA,"TEMP2615"
26803,"event",674,454,"2025-01-21",NA,"TEMP2616"
26805,"bounds",934,304,"2025-01-21",NA,"TEMP2617"
26805,"event",714,524,"2025-01-21",NA,"TEMP2618"
26810,"bounds",4234,2274,"2025-01-21",NA,"TEMP2619"
26810,"event",3604,2904,"2025-01-21",NA,"TEMP2620"
26815,"bounds",4844,3564,"2025-01-21",NA,"TEMP2621"
26815,"event",4404,3994,"2025-01-21",NA,"TEMP2622"
26816,"bounds",4074,2514,"2025-01-21",NA,"TEMP2623"
26816,"event",3534,3054,"2025-01-21",NA,"TEMP2624"
26817,"bounds",1024,94,"2025-01-21",NA,"TEMP2625"
26817,"event",704,424,"2025-01-21",NA,"TEMP2626"
26818,"bounds",1084,324,"2025-01-21",NA,"TEMP2627"
26818,"event",824,584,"2025-01-21",NA,"TEMP2628"
26829,"bounds",13734,12944,"2025-01-21",NA,"TEMP2629"
26829,"event",13464,13214,"2025-01-21",NA,"TEMP2630"
26834,"bounds",804,394,"2025-01-21",NA,"TEMP2631"
26834,"event",664,534,"2025-01-21",NA,"TEMP2632"
26840,"bounds",7144,2454,"2025-01-26",NA,"TEMP2633"
26840,"event",6684,2864,"2025-01-26",NA,"TEMP2634"
26842,"bounds",2804,2394,"2025-01-21",NA,"TEMP2635"
26842,"event",2704,2524,"2025-01-21",NA,"TEMP2636"
26843,"bounds",19014,9594,"2025-01-26",NA,"TEMP2637"
26843,"event",15794,10274,"2025-01-26",NA,"TEMP2638"
26848,"bounds",1404,524,"2025-01-21",NA,"TEMP2639"
26848,"event",1104,794,"2025-01-21",NA,"TEMP2640"
26853,"bounds",5854,-75,"2025-01-21","younger age limits truncated at publication date (2025 CE)","TEMP2641"
26853,"event",3844,1544,"2025-01-21",NA,"TEMP2642"
26858,"bounds",1894,-75,"2025-01-26","younger age limits truncated at publication date (2025 CE)","TEMP2643"
26858,"event",1754,284,"2025-01-26",NA,"TEMP2644"
26864,"bounds",3004,2284,"2025-01-21",NA,"TEMP2645"
26864,"event",2754,2524,"2025-01-21",NA,"TEMP2646"
26865,"bounds",2064,264,"2025-01-26",NA,"TEMP2647"
26865,"event",1604,584,"2025-01-26",NA,"TEMP2648"
26870,"bounds",1004,-36,"2025-01-21",NA,"TEMP2649"
26870,"event",644,334,"2025-01-21",NA,"TEMP2650"
26871,"bounds",964,74,"2025-01-21",NA,"TEMP2651"
26871,"event",654,384,"2025-01-21",NA,"TEMP2652"
26873,"bounds",814,-75,"2025-01-26","younger age limits truncated at publication date (2025 CE)","TEMP2653"
26873,"event",524,154,"2025-01-26",NA,"TEMP2654"
26874,"bounds",4424,504,"2025-01-26",NA,"TEMP2655"
26874,"event",4004,564,"2025-01-26",NA,"TEMP2656"
26878,"bounds",1764,624,"2025-01-26",NA,"TEMP2657"
26878,"event",1544,884,"2025-01-26",NA,"TEMP2658"
26884,"bounds",24004,23254,"2025-01-21",NA,"TEMP2659"
26884,"event",23784,23474,"2025-01-21",NA,"TEMP2660"
26918,"bounds",13394,7704,"2025-01-21",NA,"TEMP2661"
26918,"event",11644,9454,"2025-01-21",NA,"TEMP2662"
26999,"bounds",2064,374,"2025-01-21",NA,"TEMP2663"
26999,"event",1554,882,"2025-01-21",NA,"TEMP2664"
27098,"bounds",850000,14624,"2025-01-21",NA,"TEMP2665"
27098,"event",850000,14994,"2025-01-21",NA,"TEMP2666"
27102,"bounds",49800,-75,"2025-01-21","younger age limits truncated at publication date (2025 CE)","TEMP2667"
27102,"event",33800,15400,"2025-01-21",NA,"TEMP2668"
27103,"bounds",1444,784,"2025-01-21",NA,"TEMP2669"
27103,"event",1224,1004,"2025-01-21",NA,"TEMP2670"
27122,"bounds",4814,2994,"2025-01-21",NA,"TEMP2671"
27122,"event",4204,3614,"2025-01-21",NA,"TEMP2672"
27129,"bounds",834,464,"2025-01-21",NA,"TEMP2673"
27129,"event",714,584,"2025-01-21",NA,"TEMP2674"
27201,"bounds",26914,18724,"2025-01-26",NA,"TEMP2675"
27201,"event",24354,21334,"2025-01-26",NA,"TEMP2676"
27205,"bounds",1264,844,"2025-01-21",NA,"TEMP2677"
27205,"event",1164,954,"2025-01-21",NA,"TEMP2678"
27212,"bounds",4234,-75,"2025-01-21","younger age limits truncated at publication date (2025 CE)","TEMP2679"
27212,"event",2744,1024,"2025-01-21",NA,"TEMP2680"
27213,"bounds",2254,1184,"2025-01-21",NA,"TEMP2681"
27213,"event",1904,1504,"2025-01-21",NA,"TEMP2682"
27217,"bounds",3014,-75,"2025-01-26","younger age limits truncated at publication date (2025 CE)","TEMP2683"
27217,"event",2234,284,"2025-01-26",NA,"TEMP2684"
27236,"bounds",4734,1974,"2025-01-26",NA,"TEMP2685"
27236,"event",4104,2614,"2025-01-26",NA,"TEMP2686"
27272,"bounds",1534,674,"2025-01-21",NA,"TEMP2687"
27272,"event",1244,964,"2025-01-21",NA,"TEMP2688"
27274,"bounds",23074,13184,"2025-01-26",NA,"TEMP2689"
27274,"event",19694,16534,"2025-01-26",NA,"TEMP2690"
27276,"bounds",1004,124,"2025-01-21",NA,"TEMP2691"
27276,"event",694,424,"2025-01-21",NA,"TEMP2692"
27278,"bounds",3094,1444,"2025-01-21",NA,"TEMP2693"
27278,"event",2544,1994,"2025-01-21",NA,"TEMP2694"
27281,"bounds",21874,13134,"2025-01-21",NA,"TEMP2695"
27281,"event",18944,16054,"2025-01-21",NA,"TEMP2696"
27284,"bounds",1264,734,"2025-01-21",NA,"TEMP2697"
27284,"event",1114,874,"2025-01-21",NA,"TEMP2698"
27286,"bounds",59287,11900,"2025-01-26",NA,"TEMP2699"
27286,"event",45900,11852,"2025-01-26",NA,"TEMP2700"
27287,"bounds",6034,504,"2025-01-26",NA,"TEMP2701"
27287,"event",5654,584,"2025-01-26",NA,"TEMP2702"
27314,"bounds",1294,1064,"2025-01-21",NA,"TEMP2703"
27314,"event",1234,1124,"2025-01-21",NA,"TEMP2704"
27585,"bounds",14500,5700,"2025-01-21",NA,"TEMP2705"
27585,"event",11700,8500,"2025-01-21",NA,"TEMP2706"
27693,"bounds",1084,344,"2025-01-26",NA,"TEMP2707"
27693,"event",844,594,"2025-01-26",NA,"TEMP2708"
27865,"bounds",414,324,"2025-01-21",NA,"TEMP2709"
27865,"event",404,334,"2025-01-21",NA,"TEMP2710"
27946,"bounds",2254,564,"2025-01-26",NA,"TEMP2711"
27946,"event",2004,854,"2025-01-26",NA,"TEMP2712"
27950,"bounds",38954,-75,"2025-01-26","younger age limits truncated at publication date (2025 CE)","TEMP2713"
27950,"event",31264,9334,"2025-01-26",NA,"TEMP2714"
28026,"bounds",4994,-75,"2025-01-26","younger age limits truncated at publication date (2025 CE)","TEMP2715"
28026,"event",4554,154,"2025-01-26",NA,"TEMP2716"
28043,"bounds",2684,-75,"2025-01-26","younger age limits truncated at publication date (2025 CE)","TEMP2717"
28043,"event",2594,54,"2025-01-26",NA,"TEMP2718"
28048,"bounds",4414,3254,"2025-01-21",NA,"TEMP2719"
28048,"event",4024,3644,"2025-01-21",NA,"TEMP2720"
28052,"bounds",19614,13404,"2025-01-26",NA,"TEMP2721"
28052,"event",18694,13954,"2025-01-26",NA,"TEMP2722"
28054,"bounds",45300,9100,"2025-01-21",NA,"TEMP2723"
28054,"event",33900,20200,"2025-01-21",NA,"TEMP2724"
28055,"bounds",30700,24800,"2025-01-21",NA,"TEMP2725"
28055,"event",28700,26600,"2025-01-21",NA,"TEMP2726"
28056,"bounds",994,524,"2025-01-21",NA,"TEMP2727"
28056,"event",824,664,"2025-01-21",NA,"TEMP2728"
28057,"bounds",724,-75,"2025-01-26","younger age limits truncated at publication date (2025 CE)","TEMP2729"
28057,"event",624,134,"2025-01-26",NA,"TEMP2730"
28058,"bounds",1014,294,"2025-01-21",NA,"TEMP2731"
28058,"event",764,544,"2025-01-21",NA,"TEMP2732"
28060,"bounds",15474,14124,"2025-01-21",NA,"TEMP2733"
28060,"event",15064,14604,"2025-01-21",NA,"TEMP2734"
28068,"bounds",2574,-6,"2025-01-26",NA,"TEMP2735"
28068,"event",2094,324,"2025-01-26",NA,"TEMP2736"
28073,"bounds",2574,1044,"2025-01-21",NA,"TEMP2737"
28073,"event",2054,1564,"2025-01-21",NA,"TEMP2738"
28076,"bounds",1234,444,"2025-01-21",NA,"TEMP2739"
28076,"event",964,714,"2025-01-21",NA,"TEMP2740"
28077,"bounds",1814,404,"2025-01-21",NA,"TEMP2741"
28077,"event",1384,824,"2025-01-21",NA,"TEMP2742"
28103,"bounds",6064,-75,"2025-01-26","younger age limits truncated at publication date (2025 CE)","TEMP2743"
28103,"event",4374,204,"2025-01-26",NA,"TEMP2744"
28107,"bounds",44164,16624,"2025-01-26",NA,"TEMP2745"
28107,"event",42424,18884,"2025-01-26",NA,"TEMP2746"
28108,"bounds",20114,12314,"2025-01-21",NA,"TEMP2747"
28108,"event",17624,14824,"2025-01-21",NA,"TEMP2748"
28115,"bounds",12154,9764,"2025-01-21",NA,"TEMP2749"
28115,"event",11334,10584,"2025-01-21",NA,"TEMP2750"
28151,"bounds",1244,424,"2025-01-26",NA,"TEMP2751"
28151,"event",984,684,"2025-01-26",NA,"TEMP2752"
28166,"bounds",20184,15644,"2025-01-21",NA,"TEMP2753"
28166,"event",18764,17084,"2025-01-21",NA,"TEMP2754"
28171,"bounds",1024,-6,"2025-01-26",NA,"TEMP2755"
28171,"event",774,114,"2025-01-26",NA,"TEMP2756"
28175,"bounds",11744,10114,"2025-01-21",NA,"TEMP2757"
28175,"event",11194,10664,"2025-01-21",NA,"TEMP2758"
28177,"bounds",63700,600,"2025-01-21",NA,"TEMP2759"
28177,"event",43800,20300,"2025-01-21",NA,"TEMP2760"
28185,"bounds",1474,924,"2025-01-21",NA,"TEMP2761"
28185,"event",1284,1104,"2025-01-21",NA,"TEMP2762"
28193,"bounds",8224,-36,"2025-01-26",NA,"TEMP2763"
28193,"event",5724,0,"2025-01-26",NA,"TEMP2764"
28196,"bounds",834,-16,"2025-01-21",NA,"TEMP2765"
28196,"event",534,284,"2025-01-21",NA,"TEMP2766"
28199,"bounds",3284,-26,"2025-01-26",NA,"TEMP2767"
28199,"event",2384,274,"2025-01-26",NA,"TEMP2768"
28203,"bounds",2864,2024,"2025-01-21",NA,"TEMP2769"
28203,"event",2594,2304,"2025-01-21",NA,"TEMP2770"
28204,"bounds",1504,664,"2025-01-21",NA,"TEMP2771"
28204,"event",1224,944,"2025-01-21",NA,"TEMP2772"
28207,"bounds",3572,314,"2025-01-26",NA,"TEMP2773"
28207,"event",3157,582,"2025-01-26",NA,"TEMP2774"
28258,"bounds",1854,424,"2025-01-26",NA,"TEMP2775"
28258,"event",1554,714,"2025-01-26",NA,"TEMP2776"
28259,"bounds",7574,2654,"2025-01-26",NA,"TEMP2777"
28259,"event",5884,4334,"2025-01-26",NA,"TEMP2778"
28261,"bounds",894,14,"2025-01-21",NA,"TEMP2779"
28261,"event",594,324,"2025-01-21",NA,"TEMP2780"
28262,"bounds",2534,1014,"2025-01-21",NA,"TEMP2781"
28262,"event",2014,1534,"2025-01-21",NA,"TEMP2782"
28263,"bounds",1014,-75,"2025-01-26","younger age limits truncated at publication date (2025 CE)","TEMP2783"
28263,"event",814,74,"2025-01-26",NA,"TEMP2784"
28264,"bounds",574,-75,"2025-01-21","younger age limits truncated at publication date (2025 CE)","TEMP2785"
28264,"event",334,64,"2025-01-21",NA,"TEMP2786"
28265,"bounds",42600,12937,"2025-01-26",NA,"TEMP2787"
28265,"event",41200,13500,"2025-01-26",NA,"TEMP2788"
28266,"bounds",1974,284,"2025-01-26",NA,"TEMP2789"
28266,"event",1384,854,"2025-01-26",NA,"TEMP2790"
28272,"bounds",7254,6404,"2025-01-21",NA,"TEMP2791"
28272,"event",6974,6684,"2025-01-21",NA,"TEMP2792"
28273,"bounds",6934,6534,"2025-01-21",NA,"TEMP2793"
28273,"event",6794,6664,"2025-01-21",NA,"TEMP2794"
28276,"bounds",1724,444,"2025-01-21",NA,"TEMP2795"
28276,"event",1294,864,"2025-01-21",NA,"TEMP2796"
28278,"bounds",1624,1074,"2025-01-21",NA,"TEMP2797"
28278,"event",1424,1244,"2025-01-21",NA,"TEMP2798"
28292,"bounds",5714,944,"2025-01-26",NA,"TEMP2799"
28292,"event",5224,1364,"2025-01-26",NA,"TEMP2800"
28310,"bounds",4734,-36,"2025-01-26",NA,"TEMP2801"
28310,"event",3214,1434,"2025-01-26",NA,"TEMP2802"
28314,"bounds",894,-26,"2025-01-21",NA,"TEMP2803"
28314,"event",624,274,"2025-01-21",NA,"TEMP2804"
28318,"bounds",19904,10324,"2025-01-21",NA,"TEMP2805"
28318,"event",16984,12054,"2025-01-21",NA,"TEMP2806"
28319,"bounds",11700,2374,"2025-01-26",NA,"TEMP2807"
28319,"event",11700,3574,"2025-01-26",NA,"TEMP2808"
28320,"bounds",26500,0,"2025-01-26",NA,"TEMP2809"
28320,"event",26500,0,"2025-01-26",NA,"TEMP2810"
28321,"bounds",17434,16324,"2025-01-21",NA,"TEMP2811"
28321,"event",17054,16704,"2025-01-21",NA,"TEMP2812"
28325,"bounds",11700,1664,"2025-01-26",NA,"TEMP2813"
28325,"event",11700,2214,"2025-01-26",NA,"TEMP2814"
28328,"bounds",5294,-75,"2025-01-26","younger age limits truncated at publication date (2025 CE)","TEMP2815"
28328,"event",3554,184,"2025-01-26",NA,"TEMP2816"
28329,"bounds",1064,-75,"2025-01-26","younger age limits truncated at publication date (2025 CE)","TEMP2817"
28329,"event",734,84,"2025-01-26",NA,"TEMP2818"
28332,"bounds",2834,1104,"2025-01-21",NA,"TEMP2819"
28332,"event",2264,1674,"2025-01-21",NA,"TEMP2820"
28336,"bounds",39800,13500,"2025-01-21",NA,"TEMP2821"
28336,"event",31400,21500,"2025-01-21",NA,"TEMP2822"
28338,"bounds",3424,134,"2025-01-21",NA,"TEMP2823"
28338,"event",2394,1154,"2025-01-21",NA,"TEMP2824"
28342,"bounds",8274,1804,"2025-01-26",NA,"TEMP2825"
28342,"event",7854,2144,"2025-01-26",NA,"TEMP2826"
28344,"bounds",6774,2184,"2025-01-26",NA,"TEMP2827"
28344,"event",6194,3374,"2025-01-26",NA,"TEMP2828"
28345,"bounds",6494,394,"2025-01-26",NA,"TEMP2829"
28345,"event",5834,894,"2025-01-26",NA,"TEMP2830"
28349,"bounds",1494,574,"2025-01-26",NA,"TEMP2831"
28349,"event",1384,644,"2025-01-26",NA,"TEMP2832"
28355,"bounds",6364,0,"2025-01-26",NA,"TEMP2833"
28355,"event",5944,0,"2025-01-26",NA,"TEMP2834"
28356,"bounds",4894,-75,"2025-01-26","younger age limits truncated at publication date (2025 CE)","TEMP2835"
28356,"event",4244,354,"2025-01-26",NA,"TEMP2836"
28363,"bounds",1264,94,"2025-01-26",NA,"TEMP2837"
28363,"event",874,224,"2025-01-26",NA,"TEMP2838"
28371,"bounds",1364,954,"2025-01-21",NA,"TEMP2839"
28371,"event",1234,1094,"2025-01-21",NA,"TEMP2840"
28372,"bounds",12914,7924,"2025-01-26",NA,"TEMP2841"
28372,"event",12374,8724,"2025-01-26",NA,"TEMP2842"
28375,"bounds",5284,3052,"2025-01-26",NA,"TEMP2843"
28375,"event",4804,3807,"2025-01-26",NA,"TEMP2844"
28382,"bounds",27324,15024,"2025-01-26",NA,"TEMP2845"
28382,"event",27184,16704,"2025-01-26",NA,"TEMP2846"
28395,"bounds",964,-75,"2025-01-21","younger age limits truncated at publication date (2025 CE)","TEMP2847"
28395,"event",564,124,"2025-01-21",NA,"TEMP2848"
28397,"bounds",184790,-75,"2025-01-21","younger age limits truncated at publication date (2025 CE)","TEMP2849"
28397,"event",125690,49290,"2025-01-21",NA,"TEMP2850"
28398,"bounds",504,-75,"2025-01-21","younger age limits truncated at publication date (2025 CE)","TEMP2851"
28398,"event",294,64,"2025-01-21",NA,"TEMP2852"
28399,"bounds",5214,4414,"2025-01-21",NA,"TEMP2853"
28399,"event",4944,4684,"2025-01-21",NA,"TEMP2854"
28442,"bounds",584,184,"2025-01-21",NA,"TEMP2855"
28442,"event",464,324,"2025-01-21",NA,"TEMP2856"
28443,"bounds",7844,84,"2025-01-21",NA,"TEMP2857"
28443,"event",5384,2534,"2025-01-21",NA,"TEMP2858"
28446,"bounds",514,-75,"2025-01-21","younger age limits truncated at publication date (2025 CE)","TEMP2859"
28446,"event",304,74,"2025-01-21",NA,"TEMP2860"
28449,"bounds",2954,1814,"2025-01-26",NA,"TEMP2861"
28449,"event",2714,2094,"2025-01-26",NA,"TEMP2862"
28453,"bounds",424,4,"2025-01-21",NA,"TEMP2863"
28453,"event",304,124,"2025-01-21",NA,"TEMP2864"
28458,"bounds",42234,14064,"2025-01-26",NA,"TEMP2865"
28458,"event",41204,15454,"2025-01-26",NA,"TEMP2866"
28465,"bounds",1524,504,"2025-01-26",NA,"TEMP2867"
28465,"event",1194,734,"2025-01-26",NA,"TEMP2868"
28467,"bounds",55300,23700,"2025-01-21",NA,"TEMP2869"
28467,"event",44600,33700,"2025-01-21",NA,"TEMP2870"
28508,"bounds",10814,8484,"2025-01-21",NA,"TEMP2871"
28508,"event",10194,9324,"2025-01-21",NA,"TEMP2872"
28546,"bounds",734,24,"2025-01-26",NA,"TEMP2873"
28546,"event",524,274,"2025-01-26",NA,"TEMP2874"
28667,"bounds",2994,24,"2025-01-26",NA,"TEMP2875"
28667,"event",2644,454,"2025-01-26",NA,"TEMP2876"
28669,"bounds",1364,434,"2025-01-26",NA,"TEMP2877"
28669,"event",1094,604,"2025-01-26",NA,"TEMP2878"
28712,"bounds",16254,13084,"2025-01-21",NA,"TEMP2879"
28712,"event",15174,14134,"2025-01-21",NA,"TEMP2880"
28713,"bounds",19784,14174,"2025-01-21",NA,"TEMP2881"
28713,"event",18004,16034,"2025-01-21",NA,"TEMP2882"
28715,"bounds",19814,17324,"2025-01-21",NA,"TEMP2883"
28715,"event",18964,18184,"2025-01-21",NA,"TEMP2884"
28716,"bounds",2384,1334,"2025-01-21",NA,"TEMP2885"
28716,"event",2024,1704,"2025-01-21",NA,"TEMP2886"
28719,"bounds",3194,2374,"2025-01-21",NA,"TEMP2887"
28719,"event",2904,2664,"2025-01-21",NA,"TEMP2888"
29686,"bounds",5804,3514,"2025-01-21",NA,"TEMP2889"
29686,"event",5084,4234,"2025-01-21",NA,"TEMP2890"
31851,"bounds",10804,1254,"2025-01-26",NA,"TEMP2891"
31851,"event",9624,3164,"2025-01-26",NA,"TEMP2892"
33310,"bounds",14084,-75,"2025-01-21","younger age limits truncated at publication date (2025 CE)","TEMP2893"
33310,"event",9614,4244,"2025-01-21",NA,"TEMP2894"
33311,"bounds",14654,284,"2025-01-21",NA,"TEMP2895"
33311,"event",10104,4814,"2025-01-21",NA,"TEMP2896"
33314,"bounds",15924,304,"2025-01-21",NA,"TEMP2897"
33314,"event",10974,5254,"2025-01-21",NA,"TEMP2898"
34082,"bounds",1694,314,"2025-01-21",NA,"TEMP2899"
34082,"event",1274,734,"2025-01-21",NA,"TEMP2900"
34084,"bounds",944,494,"2025-01-21",NA,"TEMP2901"
34084,"event",784,654,"2025-01-21",NA,"TEMP2902"
35065,"bounds",1142,754,"2025-01-21",NA,"TEMP2903"
35065,"event",1002,884,"2025-01-21",NA,"TEMP2904"
35068,"bounds",6604,5844,"2025-01-21",NA,"TEMP2905"
35068,"event",6344,6074,"2025-01-21",NA,"TEMP2906"
35331,"bounds",4424,3634,"2025-01-21",NA,"TEMP2907"
35331,"event",4154,3914,"2025-01-21",NA,"TEMP2908"
35334,"bounds",1884,944,"2025-01-26",NA,"TEMP2909"
35334,"event",1564,1244,"2025-01-26",NA,"TEMP2910"
35335,"bounds",2784,-75,"2025-01-21","younger age limits truncated at publication date (2025 CE)","TEMP2911"
35335,"event",1624,394,"2025-01-21",NA,"TEMP2912"
35336,"bounds",1714,-75,"2025-01-26","younger age limits truncated at publication date (2025 CE)","TEMP2913"
35336,"event",1404,164,"2025-01-26",NA,"TEMP2914"
35348,"bounds",42254,16274,"2025-01-21",NA,"TEMP2915"
35348,"event",34354,24214,"2025-01-21",NA,"TEMP2916"
35355,"bounds",17924,12064,"2025-01-26",NA,"TEMP2917"
35355,"event",16244,13154,"2025-01-26",NA,"TEMP2918"
35373,"bounds",16454,10584,"2025-01-26",NA,"TEMP2919"
35373,"event",14674,12364,"2025-01-26",NA,"TEMP2920"
35375,"bounds",12154,11024,"2025-01-21",NA,"TEMP2921"
35375,"event",11784,11394,"2025-01-21",NA,"TEMP2922"
35377,"bounds",51000,14500,"2025-01-21",NA,"TEMP2923"
35377,"event",39600,25700,"2025-01-21",NA,"TEMP2924"
35450,"bounds",6734,5924,"2025-01-21",NA,"TEMP2925"
35450,"event",6444,6214,"2025-01-21",NA,"TEMP2926"
39736,"bounds",28000,3254,"2025-01-26",NA,"TEMP2927"
39736,"event",28000,3904,"2025-01-26",NA,"TEMP2928"
40078,"bounds",25764,-75,"2025-01-21","younger age limits truncated at publication date (2025 CE)","TEMP2929"
40078,"event",17364,4894,"2025-01-21",NA,"TEMP2930"
40082,"bounds",4794,2824,"2025-01-21",NA,"TEMP2931"
40082,"event",4184,3434,"2025-01-21",NA,"TEMP2932"
40097,"bounds",10614,7364,"2025-01-26",NA,"TEMP2933"
40097,"event",9714,7534,"2025-01-26",NA,"TEMP2934"
40104,"bounds",11454,1254,"2025-01-21",NA,"TEMP2935"
40104,"event",8254,4424,"2025-01-21",NA,"TEMP2936"
40117,"bounds",23724,22534,"2025-01-21",NA,"TEMP2937"
40117,"event",23304,22944,"2025-01-21",NA,"TEMP2938"
40571,"bounds",9634,-66,"2025-01-26",NA,"TEMP2939"
40571,"event",8674,0,"2025-01-26",NA,"TEMP2940"
41331,"bounds",14690,-75,"2025-01-26","younger age limits truncated at publication date (2025 CE)","TEMP2941"
41331,"event",14690,0,"2025-01-26",NA,"TEMP2942"
41509,"bounds",50000,28027,"2025-01-26",NA,"TEMP2943"
41509,"event",50000,29794,"2025-01-26",NA,"TEMP2944"
41641,"bounds",55500,3400,"2025-01-26",NA,"TEMP2945"
41641,"event",49500,5200,"2025-01-26",NA,"TEMP2946"
41922,"bounds",55100,18900,"2025-01-21",NA,"TEMP2947"
41922,"event",43600,29900,"2025-01-21",NA,"TEMP2948"
42137,"bounds",8044,-26,"2025-01-21",NA,"TEMP2949"
42137,"event",5524,2514,"2025-01-21",NA,"TEMP2950"
42143,"bounds",4534,464,"2025-01-26",NA,"TEMP2951"
42143,"event",4064,754,"2025-01-26",NA,"TEMP2952"
42144,"bounds",28734,1574,"2025-01-26",NA,"TEMP2953"
42144,"event",28254,5244,"2025-01-26",NA,"TEMP2954"
42146,"bounds",604,-26,"2025-01-26",NA,"TEMP2955"
42146,"event",454,74,"2025-01-26",NA,"TEMP2956"
42149,"bounds",654,504,"2025-01-26",NA,"TEMP2957"
42149,"event",594,534,"2025-01-26",NA,"TEMP2958"
42151,"bounds",1564,744,"2025-01-26",NA,"TEMP2959"
42151,"event",1284,1024,"2025-01-26",NA,"TEMP2960"
42177,"bounds",2394,1724,"2025-01-21",NA,"TEMP2961"
42177,"event",2184,1934,"2025-01-21",NA,"TEMP2962"
42429,"bounds",36264,13444,"2025-01-26",NA,"TEMP2963"
42429,"event",36024,13927,"2025-01-26",NA,"TEMP2964"
42434,"bounds",46700,200,"2025-01-21",NA,"TEMP2965"
42434,"event",32000,14700,"2025-01-21",NA,"TEMP2966"
42591,"bounds",2334,604,"2025-01-26",NA,"TEMP2967"
42591,"event",2254,814,"2025-01-26",NA,"TEMP2968"
42599,"bounds",36414,27114,"2025-01-21",NA,"TEMP2969"
42599,"event",33464,30064,"2025-01-21",NA,"TEMP2970"
42706,"bounds",47500,34200,"2025-01-21",NA,"TEMP2971"
42706,"event",43300,38400,"2025-01-21",NA,"TEMP2972"
42708,"bounds",52700,29300,"2025-01-21",NA,"TEMP2973"
42708,"event",45100,36500,"2025-01-21",NA,"TEMP2974"
42710,"bounds",43200,13800,"2025-01-21",NA,"TEMP2975"
42710,"event",34200,23100,"2025-01-21",NA,"TEMP2976"
42711,"bounds",47400,-75,"2025-01-21","younger age limits truncated at publication date (2025 CE)","TEMP2977"
42711,"event",32100,14100,"2025-01-21",NA,"TEMP2978"
42712,"bounds",42200,-75,"2025-01-21","younger age limits truncated at publication date (2025 CE)","TEMP2979"
42712,"event",28400,12300,"2025-01-21",NA,"TEMP2980"
43127,"bounds",44900,1600,"2025-04-22",NA,"TEMP2981"
43127,"event",31200,15300,"2025-04-22",NA,"TEMP2982"
43347,"bounds",19044,16514,"2025-04-22",NA,"TEMP2983"
43347,"event",18314,17254,"2025-04-22",NA,"TEMP2984"
43578,"bounds",12374,114,"2025-01-26",NA,"TEMP2985"
